text,class
'雙倍 OR 冰 炫風',食/其它
'懷舊 冰沙',食/其它
蘋果派,食/其它
'蘆筍 蝦 手卷',食/其它
'麗 芝士 威化餅',食/其它
'寶礦力 水 得',食/其它
'糯香 奶茶',食/其它
'魔爪 能量 碳酸 飲料',食/其它
'魔爪 碳酸 能量飲',食/其它
'鐵觀音 烏龍茶',食/其它
'鶴記 茶 凍 奶茶',食/其它
'鹽焦糖 巧克力 波堤',食/其它
'燕麥奶 拿鐵',食/其它
'涼拌 皮蛋 豆腐',食/其它
'【 77 】 新貴派 大格酥',食/其它
'【 cama cafe 】 私藏 選 豆 系列 - 咖啡豆',食/其它
'【 cama cafe 】 尋豆師 精選 咖啡豆',食/其它
'【 HWC 黑沃 咖啡 】 甄選 系列 - 咖啡豆',食/其它
'【 illy 】 義大利 經典 咖啡豆 / 咖啡粉',食/其它
'【 Julius Meinl 小紅帽 咖啡 】 品味級 咖啡豆',食/其它
'【 Julius Meinl 小紅帽 咖啡 】 尊爵級 咖啡豆',食/其它
'【 LAVAZZA 】 ROSSA 紅牌 咖啡豆',食/其它
'【 Simple Kaffa 興波 咖啡 】 巫里水 洗 咖啡豆 淺 焙',食/其它
'【 Simple Kaffa 興波 咖啡 】 希達馬 日曬 咖啡豆 淺 焙',食/其它
'【 STARBUCKS 星巴克 】 精選 咖啡豆',食/其它
'【 江鳥 咖啡 】 世界 風情 咖啡豆 綜合 風味',食/其它
'【 西雅圖 】 貝瑞斯塔 咖啡豆',食/其它
'【 西雅圖 】 黃金 綜合 / 早晨 綜合 咖啡豆',食/其它
'【 伯朗 咖啡 】 伯朗 精選 咖啡豆',食/其它
'【 伯朗 咖啡 】 咖啡 嚐 家 咖啡豆 橙 光 香映 / 榛曦 巧郁 / 盛綻 果宴',食/其它
'【 步昂 咖啡 】 CQI 杯測師 嚴選 咖啡豆 | 烘豆師 嚴選 經典 咖啡豆',食/其它
'【 步昂 咖啡 】 接 單 現 烘 精品 咖啡豆',食/其它
'【 豆穌朋 】 招牌 綜合 泡芙',食/其它
'【 豆穌朋 】 經典 泡芙 口味 任選',食/其它
'【 紅豆 食府 】 新年 糖果 六 角 小 禮盒 系列',食/其它
'【 美式 賣場 】 STARBUCKS 星巴克 黃金 烘焙 綜合 咖啡豆 / 早餐 綜合 咖啡豆',食/其它
'【 義大利 金杯 咖啡 】 女王 咖啡豆 深 焙',食/其它
'【 MILO 美祿 - 】 巧克力 飲品 減 糖 配方',食/其它
'【 光泉 】 午后 時光 - 阿薩姆 奶茶',食/其它
'【 MILO 美祿 】 巧克力 麥芽 飲品 減 糖 配方',食/其它
'【 愛 之 味 】 牛奶 花生',食/油脂類
'大豆 沙拉油',食/油脂類
'四 乘 六 葵花 瓜子',食/油脂類
'奶油 奶酥 菠蘿油',食/油脂類
芝麻油,食/油脂類
芝麻粉,食/油脂類
芝麻醬,食/油脂類
'烘焙 南瓜子',食/油脂類
'麻辣 小 魚 花生',食/油脂類
'萬歲牌 和風 堅果',食/油脂類
'萬歲牌 總匯 點心包',食/油脂類
葵花油,食/油脂類
黑麻油,食/油脂類
瑪琪琳,食/油脂類
'精緻 牛油',食/油脂類
橄欖油,食/油脂類
葡萄籽油,食/油脂類
酪梨油,食/油脂類
椰子油,食/油脂類
開心果,食/油脂類
榛果,食/油脂類
亞麻仁油,食/油脂類
南瓜子,食/油脂類
'葵花籽 油',食/油脂類
大豆油,食/油脂類
'山茶 花 油',食/油脂類
'無鹽 綜合 堅果',食/油脂類
'義大利 冷壓 初 榨 橄欖油',食/油脂類
'無鹽 奶油',食/油脂類
亞麻籽油,食/油脂類
'清香 葵花籽油',食/油脂類
核桃油,食/油脂類
'純正 花生油',食/油脂類
白脫油,食/油脂類
鴨油,食/油脂類
鵝油,食/油脂類
黃油,食/油脂類
'植物 奶油',食/油脂類
雞油,食/油脂類
'植物 起酥油',食/油脂類
'烘焙用 酥油',食/油脂類
'純 花生醬',食/油脂類
'無鹽 發酵 奶油',食/油脂類
堅果油,食/油脂類
'金黃 牛油',食/油脂類
棕櫚油,食/油脂類
芥花油,食/油脂類
'植物 調和 油',食/油脂類
紫蘇籽油,食/油脂類
杏仁油,食/油脂類
'牛油 果油',食/油脂類
生酮酥油,食/油脂類
'原味 杏仁',食/油脂類
'無糖 無鹽 堅果包',食/油脂類
'綜合 莓果 堅果 混合包',食/油脂類
夏威夷豆,食/油脂類
'巴西 堅果',食/油脂類
'小白 杏仁',食/油脂類
'綠茶味 花生',食/油脂類
'蜜糖 開心果',食/油脂類
'薑味 腰果',食/油脂類
'可可 杏仁',食/油脂類
'養生 核桃',食/油脂類
'薄鹽 南瓜子',食/油脂類
'甜 辣 口味 花生',食/油脂類
'蜜汁 堅果',食/油脂類
'黑糖 腰果',食/油脂類
'烘焙 瓜子',食/油脂類
'糖 炒 栗子',食/油脂類
'原味 松子',食/油脂類
'維他命 堅果',食/油脂類
'香 酥脆 小 魚 花生',食/油脂類
'和風 芝麻 堅果 混合包',食/油脂類
'印度 風味 腰果',食/油脂類
'生酮 綜合 堅果',食/油脂類
'鳳梨 堅果 乾',食/油脂類
'養生 五穀 堅果 飲',食/油脂類
'日式 味噌 堅果包',食/油脂類
'蜂蜜 焦糖 花生',食/油脂類
'蔓越莓 堅果 混合包',食/油脂類
'烘焙 混合 堅果',食/油脂類
花生酥,食/油脂類
'【 Macadamia 】 澳洲 帶 殼 夏威夷 火山豆',食/油脂類
'【 豆 之 家 】 翠果子 - 天天 Bite 綜合 堅果',食/油脂類
'【 豆 之 家 】 翠果子 | 天天 Bite 綜合 堅果 | 無 調味 | 膳食 纖維 | 植物 蛋白質',食/油脂類
'【 美式 賣場 】 天六 / 傳六 二 色 綜合 裝 豆果子 什錦豆',食/油脂類
'【 盛香珍 】 無 調味 夏威夷豆',食/油脂類
'【 進口 】 特選 帶 殼 夏威夷豆',食/油脂類
'【 臻御行 】 夏威夷豆',食/油脂類
'【 臻御行 】 量販 大 包裝 臻饌 堅果 六 口味',食/油脂類
'台農 初農 鮮蛋',食/蛋類
'葡式 蛋塔',食/蛋類
'三福 鮮奶油 布蕾',食/蛋類
'星— 蒸蛋湯',食/蛋類
'焦糖 烤 布蕾',食/蛋類
'福德 生活 可可布蕾',食/蛋類
'福德 生活 雞蛋 布蕾',食/蛋類
'日式 溫泉蛋',食/蛋類
'石安 牧場 溫泉 蛋',食/蛋類
'所長 經典 茶葉蛋',食/蛋類
'紅 殼 雞蛋',食/蛋類
'扇貝 茶碗 蒸',食/蛋類
'富翁 一級 棒 紅 殼 鮮 雞蛋',食/蛋類
'韓式 蝦醬 烘 蛋',食/蛋類
'雞蛋 布丁',食/蛋類
荷包蛋,食/蛋類
'牧場 鮮 雞蛋',食/蛋類
'鹹 香 烤 蛋捲',食/蛋類
'蜂蜜 牛奶 蒸 蛋',食/蛋類
'黑 胡椒 溫泉蛋',食/蛋類
'牛奶 焦糖 烤 布蕾',食/蛋類
'家常 嫩 滑 蒸 蛋',食/蛋類
'鮮味 扇貝 蒸 蛋 盅',食/蛋類
'鮮 蛋白 蒸 布蕾',食/蛋類
'奶香 雞蛋 布丁',食/蛋類
'鹹 香 滷蛋',食/蛋類
'濃郁 起司 烘 蛋',食/蛋類
'五香 茶葉蛋',食/蛋類
'松花 皮蛋',食/蛋類
'傳統 紅 殼 雞蛋',食/蛋類
'鹹 鴨蛋',食/蛋類
'麻辣 鵪 鶉 蛋',食/蛋類
'台式 麻油 煎蛋',食/蛋類
'鮮香 蒸 蛋捲',食/蛋類
'辣味醬 滷蛋',食/蛋類
'牧場 現 打 全蛋液',食/蛋類
'滑 嫩 牛奶 蒸 蛋羹',食/蛋類
'石鍋 蒸 蛋',食/蛋類
'金黃 煎蛋',食/蛋類
'起司 焗烤 蛋',食/蛋類
'天然 生 蛋黃',食/蛋類
'【 職人雞 】 動物 友善 無 抗 放牧 雞蛋',食/蛋類
'【 初 品果 】 x 富立 牧場 靈芝 機能 雞蛋',食/蛋類
'【 禾鴻 x 鈞安 牧場 】 專利 配方 鎂力 機能蛋',食/蛋類
'【 咱 兜ㄟ 養 雞場 】 金Q雞 皮蛋',食/蛋類
'【 咱 兜ㄟ 養 雞場 】 葉酸 寶貝 蛋 / 紅 殼',食/蛋類
'【 好 愛 雞 HAOAICHI 】 無 毒 の 白 殼 放牧 蛋',食/蛋類
'【 咱 兜ㄟ 養雞場 】 草本 DHA 機能蛋 / 紅 殼',食/蛋類
'【 初 品果 】 富立 牧場 靈芝 機能 雞蛋',食/蛋類
'【 初好蛋 】 零用藥 葉黃素 雞蛋',食/蛋類
'【 森良 洗選 蛋 】 機能 養生 蛋 首選 葉黃素 雞蛋',食/蛋類
'【 樂活 香檳茸 】 香檳茸 能量蛋',食/蛋類
'【 好 愛 雞 HAOAICHI 】 無 毒 の 白 殼 放牧 蛋',食/蛋類
'【 職人雞 】 動物 友善 無 抗 放牧 雞蛋',食/蛋類
'【 好愛 雞 HAOAICHI 】 無 毒 の 放牧 蛋',食/蛋類
'【 咱 兜ㄟ 養雞場 】 富硒蛋 / 白 殼',食/蛋類
'【 大野山雞 】 草 間 雞 放牧 土 雞蛋',食/蛋類
'【 咱 兜ㄟ 養雞場 】 嫣知 蝦紅素 機能 蛋 / 紅 殼',食/蛋類
'【 森良 洗選 蛋 】 台灣 養生 蛋 首選 - 葉黃素 雞蛋 ( 紅蛋 )',食/蛋類
'【 初好蛋 】 台灣 零用藥 葉黃素 雞蛋 ( 紅蛋 )',食/蛋類
'【 禾野 好 食 蛋 】 台灣 金盞花 飼養 葉黃素 雞蛋 ( 紅蛋 )',食/蛋類
'【 牧光 蛋品 】 優選 葉黃素 雞蛋',食/蛋類
'【 上豐 蛋品 冷藏 蛋黃液 四 罐 】 新鮮 香濃 蛋黃液',食/蛋類
'【 咱 兜ㄟ 養雞場 】 動物 福利 雙 機能 蛋 / 紅 殼',食/蛋類
'【 上豐 蛋品 蛋白液 四 罐 】 低 卡路里 易 打發 蛋白液',食/蛋類
'【 鮮悠 牧場 蛋 】 草本 飼養 葉黃素 雞蛋',食/蛋類
'【 禾野 好 食 蛋 】 金盞花 飼養 葉黃素 雞蛋',食/蛋類
'【 好愛 雞 HAOAICHI 】 無 毒 の 放牧 蛋 紅 殼',食/蛋類
'【 牧光 蛋品 】 台灣 優選 葉黃素 雞蛋 ( 紅蛋 )',食/蛋類
'【 鮮悠 牧場 蛋 】 台灣 草本 飼養 葉黃素 雞蛋 ( 紅蛋 )',食/蛋類
'【 大野山雞 】 草 間 雞 放牧 土雞蛋 放牧 土雞蛋',食/蛋類
'【 HAPPY HOUSE 】 白 殼 紅仁 鮮 雞蛋',食/蛋類
'【 福壽 生態 農場 】 本土 牧草 雞蛋',食/蛋類
'【 咱 兜ㄟ 養雞場 】 金盞花 飼養 機能 蛋 / 紅 殼',食/蛋類
'【 好愛 雞 HAOAICHI 】 無 毒 の 放牧 蛋 紅殼',食/蛋類
'醇 黑 巧克力 千 層',食/穀類
'培根 蛋餅',食/穀類
'元祖 燒 餃子',食/穀類
'玉米 水餃',食/穀類
'小路 蘋果 蛋糕',食/穀類
'水晶 巧克力 蛋糕',食/穀類
'可可雲朵 慕斯 蛋糕',食/穀類
'巧克力 牛奶 蛋糕',食/穀類
'岩漿 巧克力 蛋糕',食/穀類
'抹茶 熔岩 蛋糕',食/穀類
'松露 生 巧克力 蛋糕',食/穀類
'法式 千 層 蛋糕',食/穀類
'無花果 伯爵 蛋糕',食/穀類
'焦糖 起司 蛋糕',食/穀類
'葡萄乾 司康',食/穀類
'經典 起司 蛋糕',食/穀類
'諾曼地 牛奶 蛋糕',食/穀類
'壽司 大 綜合',食/穀類
'套餐 腿庫飯',食/穀類
'烤 地瓜',食/穀類
'現 蒸 地瓜',食/穀類
'統一 陽光 糙米漿',食/穀類
'QQ 白米飯',食/穀類
'日曬 葡萄 小 土司',食/穀類
'巧克力 菠蘿',食/穀類
'香蒜 起司 麵包',食/穀類
'壹號醬 炙烤 牛飯糰',食/穀類
'雙莓 乳酪 爆擊 貝果',食/穀類
'鹽 蔥燒肉 飯糰',食/穀類
'一 鍋 燒 - 滑蛋 嫩 雞 親子丼',食/穀類
'大納言 紅豆 鬆餅',食/穀類
'大 飯糰 辣醬 魷魚',食/穀類
'大 飯糰 韓式 烤 牛肉',食/穀類
'﻿ 大 飯糰 韓式 烤 牛肉',食/穀類
'小白 鹽味 飯糰',食/穀類
'手工 拔絲 麵包',食/穀類
'日式 稻荷 壽司',食/穀類
'芝麻 鐵觀音 鬆餅',食/穀類
'伯爵 可可 鬆餅',食/穀類
'起司 熱狗 雙享 麵包',食/穀類
'陽光 葡萄 土司',食/穀類
'熱狗 麵包',食/穀類
'醇濃 黑 巧 鬆餅',食/穀類
'濃 抹茶 麻吉 麵包',食/穀類
'藍莓 夾心 土司',食/穀類
刀削麵,食/穀類
'三 起司 燻 培根 焗 麵',食/穀類
'丸龜 製麵',食/穀類
'大口 美式 牛肉堡 飯糰',食/穀類
'大玉 成山 東 饅頭',食/穀類
'大玉 成 麩皮 饅頭',食/穀類
'大玉 成 鮮肉 包',食/穀類
'大芝心 海鮮 比薩',食/穀類
'飯糰 辣醬 魷魚',食/穀類
'飯糰 韓式 豆芽 烤 牛肉',食/穀類
魯肉飯,食/穀類
'大 飄香 魯肉飯',食/穀類
小麥粉,食/穀類
'小 龍蝦 魚卵 飯糰',食/穀類
'小 飄香 魯肉飯',食/穀類
'方型 白 吐司',食/穀類
'方塊 薯餅',食/穀類
'日安 可頌',食/穀類
'日式 蕎麥 沾麵',食/穀類
'日式 蕎麥 風味麵',食/穀類
'日式 燒肉堡',食/穀類
'日式 醬燒 炒麵',食/穀類
'木曜 - 秘製 炸醬麵 新 極 大 飯糰',食/穀類
'木曜 麻辣 小 龍蝦 新 極 大 飯糰',食/穀類
'爪哇 咖哩飯',食/穀類
'丹麥 起司 火腿',食/穀類
'不倒翁 Q 純 麵條',食/穀類
'古早味 油蔥 麵線',食/穀類
'古早味 乾 麵',食/穀類
'台酒 花雕 酸菜 牛肉麵',食/穀類
'台酒 花雕雞 麵',食/穀類
'台酒 紅標 米酒 麻油 雞麵',食/穀類
'台灣 東利多丸龜製 麵 烏龍麵',食/穀類
'夯 馬鈴薯',食/穀類
'巧克力 丹麥 鬆餅',食/穀類
'本 場 讚岐 烏龍麵',食/穀類
'正 逢 義大利麵 - 長麵',食/穀類
'﻿玉米 鍋貼',食/穀類
'石安 牧場 溏心蛋 飯糰',食/穀類
'光泉 米漿',食/穀類
'光泉 紫米 燕麥 糙米漿',食/穀類
'冰 黑糖 珍珠 燕麥 奶',食/穀類
'好時 - 巧克力 核桃 歐式 麵包',食/穀類
'好時 - 愛 餡 大亨 巧克力 軟 法',食/穀類
'宇治 金時 鬆餅',食/穀類
'有機 小麥粉',食/穀類
'有機 全麥粉',食/穀類
'有機 越光 米',食/穀類
'有機 裸麥 土司',食/穀類
'有機 麩皮 胚芽粉',食/穀類
'朴 大哥 - 泡菜 燒肉 三角 飯糰',食/穀類
'米果 綜合 果梅 味',食/穀類
'米堡 薑汁 燒 肉',食/穀類
'肉絲 黃金 蛋炒飯',食/穀類
'肉鬆 火腿 三明治',食/穀類
'芝麻 鰹魚 烏龍 冷 麵',食/穀類
老油條,食/穀類
'佛卡夏 - 田園 火腿',食/穀類
'貝比 馬鈴薯',食/穀類
'良質米 高雄',食/穀類
'里肌 百 匯 三明治',食/穀類
'京都 稻荷 壽司',食/穀類
'味王 王子麵',食/穀類
'呷 七 碗 櫻花蝦 炒 炊粉',食/穀類
'垂坤 - 海苔 鬆餅',食/穀類
'府城 鹽水 風味 意麵',食/穀類
'抹茶 紅豆 捲 餡 土司',食/穀類
'招牌 牛肉 拉麵',食/穀類
'招牌 乾麵',食/穀類
'招牌 鍋貼',食/穀類
'法吐 蔬菜 - 火腿',食/穀類
'法式 里肌 三明治',食/穀類
'法式 迷你 羊角',食/穀類
'法式 香濃 奶醬 海鮮 飯',食/穀類
'牧場 綜合 披薩',食/穀類
'茄汁 海鮮 義大利麵',食/穀類
'阜杭 豆漿 - 經典 飯糰',食/穀類
'青醬 蛤蜊 義大利麵',食/穀類
'青醬 雞肉 燉飯',食/穀類
'金脆 雞棒腿 便當',食/穀類
'金黃 波浪 地瓜 條',食/穀類
'林聰明 - 雞肉飯 飯糰',食/穀類
'炙烤 燒豚 烤飯糰',食/穀類
'炙燒 明太子 鮭魚 飯糰',食/穀類
'南義 火辣 牛哨子 筆尖麵',食/穀類
'哇沙米 黃金魚卵 海鮮 飯糰',食/穀類
'客製 燕麥 奶',食/穀類
'屋台 椒麻 特製 拉麵',食/穀類
'屋台 傳統 味玉 叉燒 拉麵',食/穀類
'星 - 板 巧克力 夾心 土司',食/穀類
'星 - 草莓 夾心 土司',食/穀類
'星— 明太子 龍蝦 風味 沙拉 飯糰',食/穀類
'星— 經典 肉鬆 飯糰',食/穀類
'星— 鮪魚 飯糰',食/穀類
'星— 雞肉飯 飯糰',食/穀類
'星— 北海道 秋鮭 親子 飯糰',食/穀類
'星— 經典 蜂蜜 鬆餅',食/穀類
'星— 大口 宮保 雞丁 飯糰',食/穀類
'星— 大 口 義式 香草 烤雞 飯糰',食/穀類
'星— 大滿足 香辣 涼麵',食/穀類
'星— 大滿足 麻醬 涼麵',食/穀類
'星— 日式 豬排 佐 咖哩 歐姆 蛋 燴飯',食/穀類
'星— 台式 麻醬 涼麵',食/穀類
'星— 奶油 培根 義大利麵',食/穀類
'星— 白酒 蛤蜊 義大利麵',食/穀類
'星— 明太子 乳香 義大利麵',食/穀類
'星— 青醬 雞肉 義大利麵',食/穀類
'星—金 咖哩 濃厚 辛辣 咖哩飯',食/穀類
'星— 炭香 燒 豚飯',食/穀類
'星— 炸醬 炒 泡麵',食/穀類
'星— 香草 雞排 佐 白醬 歐姆 蛋 燴飯',食/穀類
'星— 焗烤 燻 火腿 筆尖 麵',食/穀類
'星— 義式 蒜炒 雞腿排 義大利麵',食/穀類
'星— 嘉義 劉 里長 雞肉片飯',食/穀類
'星— 蕃茄 肉醬 義大利麵',食/穀類
'星— 醬燒 炙烤 親子丼',食/穀類
'星— 鐵板 滑蛋 炸豬排 丼',食/穀類
'星一 鹽水 意麵',食/穀類
'洪瑞珍 三明治',食/穀類
'炭火 燒 肉 飯糰',食/穀類
'炸 湯圓',食/穀類
'紅白 湯圓',食/穀類
'紅豆 麵包',食/穀類
'紅油 - 珍珠 抄手',食/穀類
'紅 蕃茄 海鮮 燉飯',食/穀類
'紅燒 牛肉麵',食/穀類
'美式 原味 熱狗 大亨堡',食/穀類
'韭菜 鍋貼',食/穀類
'風味 三明治 - 香燻 雞肉',食/穀類
'香米 白飯',食/穀類
'香拌 海鮮醬 肉絲 蛋炒飯',食/穀類
'香甜 玉米 蛋餅',食/穀類
'香酥 雞腿 便當',食/穀類
'香腸 雞肉飯 便當',食/穀類
'香蒜 金磚',食/穀類
'香蔥 油條',食/穀類
'香辣醬 雞肉 烤飯糰',食/穀類
'香濃 香蕉 巧克力 冰淇淋 鬆餅',食/穀類
'香雞 丹麥',食/穀類
'香鬆 起司蛋 三明治',食/穀類
'便當 100 元',食/穀類
'個人 比薩 豪爽餐',食/穀類
'原味 牛角',食/穀類
'唐山 排骨 便當 加 蛋',食/穀類
'夏威夷 鳳梨 雞肉 『 麵 』',食/穀類
'桂冠 奶油 培根 義大利麵',食/穀類
'桂冠 照燒 豬肉 炒 烏龍',食/穀類
'桂格 100\% 喝 的 燕麥',食/穀類
'桂格 堅果 燕麥 飲',食/穀類
'桂格 燕麥 堅果 飲',食/穀類
'桂格 顆粒 燕麥 飲',食/穀類
'氣冷雞 - 嘉義 雞肉 三角 飯糰',食/穀類
'泰式 椰汁 綠 咖哩 雞肉飯',食/穀類
'海陸 雙拼 壽司組',食/穀類
'海鮮 焗烤 貝殼麵',食/穀類
'烤 蕃薯',食/穀類
'烤 雞 生 吐司 三明治',食/穀類
'烤 雞 燻 腸 白醬 焗飯',食/穀類
'特 上 鵝肉飯',食/穀類
'秘香 大雞腿 便當',食/穀類
'起司 三 重奏 三明治',食/穀類
'起司 牛肉 可頌',食/穀類
'起司 里肌 可頌',食/穀類
'起司 馬鈴薯',食/穀類
'起司 熱狗 大亨堡',食/穀類
'起司 豬肉蛋 吐司',食/穀類
搖搖薯,食/穀類
'經典 大薯',食/穀類
'經典 中薯',食/穀類
馬鈴薯,食/穀類
'紐奧良 海鮮 飯',食/穀類
'乾 炒 牛肉 河粉',食/穀類
'排骨雞 風味 乾 麵',食/穀類
'排骨麵 / 無 骨',食/穀類
'晨光 GOLD 高纖 生 土司',食/穀類
'晨光 葡萄 土司',食/穀類
'現 烤 牛奶棒',食/穀類
'細 - 榨菜 肉絲麵',食/穀類
'菇菇 嫩 蛋 貝果堡',食/穀類
'豚骨 叉燒 拉麵',食/穀類
'野菇 蔬菜 燉飯',食/穀類
'雪 藏 生 巧 銅鑼 燒',食/穀類
'麥香 三明治 田園 火腿',食/穀類
'麥當勞 薯條',食/穀類
'麻油雞 燉飯',食/穀類
'麻香 口水雞 便當',食/穀類
'壹號醬 壽喜 燒 牛丼',食/穀類
'富貴 雙拼 燒臘飯',食/穀類
'富錦樹 - 剝皮 辣 蝦 滑蛋 燴飯',食/穀類
'御料 小 館 奶油 培根 義大利麵',食/穀類
'御料 小 館 番茄 肉醬 義大利麵',食/穀類
'御選 - 鮮 蝦 豚骨 拉麵',食/穀類
'御選 川辣 麻醬 雞絲 涼麵',食/穀類
'御選 肉鬆 飯糰',食/穀類
'御選 麻醬 雞絲 涼麵',食/穀類
'晶華 - 香 烤 魚排 佐 起司 青醬 燉飯',食/穀類
'椒麻 香蔥雞 涼拌麵',食/穀類
'椰子 麵包',食/穀類
'極 旨 黑 咖哩 牛飯',食/穀類
'極 饗 - 麻油 豬肉飯',食/穀類
'極 饗 - 滑蛋 牛肉 燴飯',食/穀類
'極 饗 - 奮起湖 軟燒肉 便當',食/穀類
'祼麥 核果 麵包',食/穀類
'統一 肉骨茶 碗',食/穀類
'統一 肉燥 風味',食/穀類
'統一 肉燥麵 碗',食/穀類
'統一 來 一 客杯 麵 - 韓式 泡菜 風味',食/穀類
'統一 麵包 紅豆 麵包',食/穀類
'統一 麵包 菠蘿 奶酥',食/穀類
'統一 麵包 菱格 香 菠蘿',食/穀類
'萬丹 紅豆 銅鑼 燒',食/穀類
'萬歲牌 米果 綜合',食/穀類
'超級 大麥 海洋 珍珠堡',食/穀類
'超級 大麥 燒肉 珍珠堡',食/穀類
'黃金 三明治',食/穀類
'黃金 脆薯',食/穀類
'黃燜雞 米飯',食/穀類
'黑松露 半 熟 蛋 披薩',食/穀類
'黑松露 嫩 蛋 三明治',食/穀類
'黑 胡椒 豬里肌 丹麥',食/穀類
'黑糖 牛角',食/穀類
'愛 餡 大亨 - 爆漿 菠蘿',食/穀類
'愛麵族 鍋 燒麵',食/穀類
'新極上 飯糰 - 冠軍 烏魚子',食/穀類
'楓糖 奶霜 鬆餅',食/穀類
'溏心蛋 紐奧良 風味 烤雞 三明治',食/穀類
'溫玉 鰻魚丼',食/穀類
'經典 滷肉飯',食/穀類
'義美 純淨 糙米',食/穀類
'聖 - 海苔 肉鬆 麵包',食/穀類
'聖 - 蜜糖 扁 可頌',食/穀類
'蒜味 中卷 墨魚 燉飯',食/穀類
'蒜味 牛肉麵',食/穀類
'蒜泥 白肉 便當',食/穀類
'蒲燒 玉子 鰻飯',食/穀類
蒸煮麵,食/穀類
'廣達 香 - 肉鬆 飯糰',食/穀類
'榨菜 肉絲 拉麵',食/穀類
'熔岩 奶皇 西多士 - 糖漿',食/穀類
'瑪格麗特 披薩',食/穀類
'瘋狂 起司 三明治',食/穀類
'綜合 捲 壽司',食/穀類
'蔥油 雞汁 拌 飯 飯糰',食/穀類
'蔥鹽 燒肉 飯糰',食/穀類
'銅鑼 燒 麻糬',食/穀類
'歐姆 蛋 牛肉 咖哩飯',食/穀類
'歐姆 蛋包飯',食/穀類
'熱壓 土司 里 肌肉蛋',食/穀類
'熱壓 土司 紐奧良 風味 烤雞',食/穀類
'蔬食 鮪魚 飯糰',食/穀類
'蕃茄 鮪魚 冷 義大利麵',食/穀類
'銷魂 雞肉飯',食/穀類
'燒鮭 親子丼',食/穀類
'營養 麵條',食/穀類
'優質 池上 飯',食/穀類
'總裁 牛肉麵 套餐',食/穀類
'霜降 松阪 豬 - 通心麵',食/穀類
'韓式 辛 牛 義大利麵',食/穀類
'韓式 炸雞 義大利麵',食/穀類
'韓式 燒肉 泡菜 飯糰',食/穀類
'韓國 麵包',食/穀類
'鮪魚 沙拉 吐司',食/穀類
'鮪魚 洋芋 溏心蛋 三明治',食/穀類
'鮪魚 起司 溏心蛋 三明治',食/穀類
'藍莓 乳酪 三明治',食/穀類
'藍莓 果粒 貝果',食/穀類
'藍莓 寒天 貝果',食/穀類
'燻鮭 雙享 丼',食/穀類
'燻雞 總匯 鮮蔬 三明治',食/穀類
'醬烤 飯糰',食/穀類
'醬燒 烤 雞 三明治',食/穀類
'雙倍 起司 火腿蛋 三明治',食/穀類
'雙 起司 火腿 蔥抓餅',食/穀類
'雙 蔬 鮪魚 飯糰',食/穀類
'雙 響 泡沙 茶鍋 燒',食/穀類
'雙響 泡擔仔湯麵',食/穀類
'雜糧 石鍋飯',食/穀類
'雞汁 油蔥 手工 麵線',食/穀類
'雞肉蛋 蓋 飯',食/穀類
'雞蛋 沙拉 三明治',食/穀類
'雞絲 蒜味 涼麵',食/穀類
雞魯飯,食/穀類
'鵝肉 湯麵',食/穀類
'爆漿 香蒜 餐包',食/穀類
'關東煮 科學麵',食/穀類
關廟麵,食/穀類
鐵板麵,食/穀類
'讚岐 烏龍麵',食/穀類
'【 GRANOLA GAGA 穀 卡卡 】 堅果 燕麥 脆片',食/穀類
'【 NISSIN 日 清 】 咚兵衛 油豆腐 烏龍麵',食/穀類
'【 QUAKER 桂格 】 免 浸泡 10 超纖 穀豆飯',食/穀類
'【 Weet-Bix 】 澳洲 全 穀 麥片 麥香 高纖',食/穀類
'【 中農 粉絲 】 寶鼎 頂級 百分之百 純 綠豆 粉絲',食/穀類
'【 同正 】 紅豆',食/穀類
'【 豆 之 家 】 翠果子 -MIDO 航空 米果',食/穀類
'【 泰山 】 100\% 無 添加 紅豆湯',食/穀類
'【 泰山 】 100\% 無 添加 綠豆湯',食/穀類
'【 泰山 】 紫米 紅豆湯',食/穀類
'【 義美 生機 】 台灣 紅豆茶',食/穀類
'【 翠果子 】 豆 之 家 日本 櫻花 開運 米果',食/穀類
'【 纖Q 】 紅豆水',食/穀類
'青菜 套餐',食/蔬菜類
'有機 金針菇',食/蔬菜類
'有機 雙響菇',食/蔬菜類
'活力 胡蘿蔔 產銷 履歷',食/蔬菜類
大白菜,食/蔬菜類
'大陸 A菜 產銷 履歷',食/蔬菜類
大黃瓜,食/蔬菜類
'小白菜 產銷 履歷',食/蔬菜類
'小 香菇',食/蔬菜類
'五彩 鮮蔬盤',食/蔬菜類
'手工 高麗菜捲',食/蔬菜類
'日本 櫛瓜',食/蔬菜類
冬雪菇,食/蔬菜類
'地瓜 葉',食/蔬菜類
'有機 三星蔥',食/蔬菜類
'有機 甘藍',食/蔬菜類
'有機 好友 菇',食/蔬菜類
'有機 紅蘿蔔',食/蔬菜類
'有機 黃豆芽',食/蔬菜類
'有機 黃秋葵',食/蔬菜類
'有機 黑木耳',食/蔬菜類
'有機 黑葉 白菜',食/蔬菜類
'有機 綠豆芽',食/蔬菜類
'有機 鴻禧菇',食/蔬菜類
杏鮑菇,食/蔬菜類
秀珍菇,食/蔬菜類
青江菜,食/蔬菜類
青椒串,食/蔬菜類
娃娃菜,食/蔬菜類
珊瑚菇,食/蔬菜類
