@relation ProcessedData

@attribute text string
@attribute class {衣/上身類,衣/下身類,衣/內著類,衣/其它,衣/長衣類,行/台鐵,行/自行車,行/汽車,行/其它,行/飛機,行/高鐵,行/機車,住/水,住/瓦斯,住/其它,住/電,其它,食/水果類,食/水產類,食/肉類/牛,食/肉類/羊,食/肉類/豬,食/肉類/雞,食/豆類,食/乳品類,食/其它,食/穀類,食/油脂類,食/蛋類,食/蔬菜類}

@data
'高鐵 夜間 列車票',行/高鐵
'高鐵 定期 通勤票',行/高鐵
'高鐵 定期票',行/高鐵
'高鐵 長者 優惠票',行/高鐵
'高鐵 長 距離 票',行/高鐵
'高鐵 信用卡 紅利 兌換 票',行/高鐵
'高鐵 員工 票',行/高鐵
'高鐵 員工 親屬 優惠票',行/高鐵
'高鐵 特定 時段 優惠票',行/高鐵
'高鐵 特殊 行程 拍攝 許可',行/高鐵
'高鐵站 內 行李 寄存 服務',行/高鐵
'高鐵站 內 便當 購買',行/高鐵
'高鐵 旅行 套票',行/高鐵
'高鐵 假日 自由行 套票',行/高鐵
'高鐵 商務 車廂 升等',行/高鐵
'高鐵 商務 車廂 票',行/高鐵
'高鐵 國際 遊客卡',行/高鐵
'高鐵 專屬 包車 服務',行/高鐵
'高鐵 接駁 巴士票',行/高鐵
'高鐵 週末票',行/高鐵
'高鐵 週年慶 優惠票',行/高鐵
'高鐵 週票',行/高鐵
'高鐵 殘障 人士 優惠票',行/高鐵
'高鐵 殘障 座位 預約',行/高鐵
'高鐵 無線 網路 使用費',行/高鐵
'高鐵 短程 通勤票',行/高鐵
'高鐵 電子 票卡 充值',行/高鐵
'高鐵 網路 購 票 手續費',行/高鐵
'高鐵 學生票',行/高鐵
'高鐵 學生 優惠票',行/高鐵
'高鐵 親子票',行/高鐵
'高鐵 聯名 信用卡 兌換 票',行/高鐵
'高鐵 聯票',行/高鐵
'高鐵 臨時票',行/高鐵
'高鐵 觀光 團體票',行/高鐵
'行 機車 佔位符 1',行/機車
'行 機車 佔位 符 10',行/機車
'行 機車 佔位 符 11',行/機車
'行 機車 佔位 符 12',行/機車
'行 機車 佔位 符 13',行/機車
'行 機車 佔位 符 14',行/機車
'行 機車 佔位 符 15',行/機車
'行 機車 佔位 符 16',行/機車
'行 機車 佔位 符 17',行/機車
'行 機車 佔位 符 18',行/機車
'行 機車 佔位 符 19',行/機車
'行 機車 佔位符 2',行/機車
'行 機車 佔位符 20',行/機車
'行 機車 佔位符 21',行/機車
'行 機車 佔位符 22',行/機車
'行 機車 佔位符 23',行/機車
'行 機車 佔位符 24',行/機車
'行 機車 佔位符 25',行/機車
'行 機車 佔位 符 26',行/機車
'行 機車 佔位 符 27',行/機車
'行 機車 佔位 符 28',行/機車
'行 機車 佔位符 29',行/機車
'行 機車 佔位符 3',行/機車
'行 機車 佔位 符 30',行/機車
'行 機車 佔位 符 31',行/機車
'行 機車 佔位符 32',行/機車
'行 機車 佔位符 33',行/機車
'行 機車 佔位符 34',行/機車
'行 機車 佔位 符 35',行/機車
'行 機車 佔位 符 36',行/機車
'行 機車 佔位 符 37',行/機車
'行 機車 佔位 符 38',行/機車
'行 機車 佔位 符 39',行/機車
'行 機車 佔位符 4',行/機車
'行 機車 佔位符 40',行/機車
'行 機車 佔位 符 41',行/機車
'行 機車 佔位符 42',行/機車
'行 機車 佔位符 43',行/機車
'行 機車 佔位符 44',行/機車
'行 機車 佔位符 45',行/機車
'行 機車 佔位 符 46',行/機車
'行 機車 佔位 符 47',行/機車
'行 機車 佔位 符 48',行/機車
'行 機車 佔位 符 49',行/機車
'行 機車 佔位符 5',行/機車
'行 機車 佔位 符 50',行/機車
'行 機車 佔位符 6',行/機車
'行 機車 佔位符 7',行/機車
'行 機車 佔位符 8',行/機車
'行 機車 佔位符 9',行/機車
'機車 大 燈 燈泡 購買',行/機車
'機車 手機 支架 購買',行/機車
'機車 加油',行/機車
'機車 加速器 修理',行/機車
'機車 皮帶 更換',行/機車
'機車 安全 反光 貼',行/機車
'機車 安全帽 清洗 服務',行/機車
'機車 安全帽 購買',行/機車
'機車 防盜鎖',行/機車
'機車 防滑 把手 購買',行/機車
'機車 防滑 握把',行/機車
'機車 行車 保險費',行/機車
'機車 行車 記錄器',行/機車
'機車 行李網 購買',行/機車
'機車 行李箱 安裝',行/機車
'機車 行李箱 更換',行/機車
'機車 車架 噴漆',行/機車
'機車 車架 噴漆 服務',行/機車
'機車 車廂 墊',行/機車
'機車 車廂 維修',行/機車
'機車 車罩 購買',行/機車
'機車 車輪 軸承 更換',行/機車
'機車 車頭燈 調整',行/機車
'機車 剎車片 維護',行/機車
'機車 剎車 把手 更換',行/機車
'機車 後座 安全帶',行/機車
'機車 後座 靠背 購買',行/機車
'機車 後視鏡 更換',行/機車
'機車 洗 車 服務',行/機車
'機車 胎壓計 購買',行/機車
'機車 音響 系統',行/機車
'機車 風鏡 安裝',行/機車
'機車 風鏡 清潔',行/機車
'機車 座墊 升級',行/機車
'機車 座墊 防水套',行/機車
'機車 座墊 軟墊',行/機車
'機車 租賃',行/機車
'機車 停車費',行/機車
'機車 排氣管 升級',行/機車
'機車 排氣管 修理',行/機車
'機車 煞車片 更換',行/機車
'機車 煞車油 更換',行/機車
'機車 腳架 更換',行/機車
'機車 腳踏板 維修',行/機車
'機車 腳踏墊 更換',行/機車
'機車 腳踏墊 購買',行/機車
'機車 電池 維修',行/機車
'機車 電瓶 救援 服務',行/機車
'機車 輪胎 加壓 服務',行/機車
'機車 輪胎 更換',行/機車
'機車 輪胎 補胎 服務',行/機車
'機車 輪圈 清潔劑',行/機車
'機車 擋泥板 修復',行/機車
'機車 機油 更換',行/機車
'機車 避震器 維修',行/機車
'機車 鍊條 上 油',行/機車
'機車 鍊條 清潔 工具',行/機車
'機車 鏈條 保養',行/機車
'機車 鑰匙扣 購買',行/機車
'井水 抽水 設備 維修',住/水
'公共 區域 水管 維護',住/水
'水族箱 換 水 服務',住/水
'水塔 清洗 服務',住/水
水費,住/水
'水管 防凍 保護套 購買',住/水
'水管 防漏 測試 服務',住/水
'水管 堵塞 疏通 服務',住/水
'水管 疏通 服務',住/水
'水管 漏水 維修',住/水
'水管 噴頭 更換',住/水
'水質 測試 服務',住/水
'水質 檢測 服務',住/水
'水龍頭 節水 裝置',住/水
'地 下 水井 維修',住/水
'污水 處理 設備 維護',住/水
自來水費,住/水
'自動 補水 系統',住/水
'別墅 泳池 注 水 服務',住/水
'社區 水塔 清潔 服務',住/水
'社區 飲用水 系統 保養',住/水
'冷熱水 管道 安裝',住/水
'冷熱 飲水機',住/水
'建築 用水 供應 服務',住/水
'抽 水 馬達 維修',住/水
'直 飲水 過濾 系統',住/水
'雨水 收集 系統 安裝',住/水
'庭院 灌溉 系統 維護',住/水
'洗手台 下水管 清理',住/水
'洗衣機 進水管 更換',住/水
'除 氯 淋浴 過濾器',住/水
'家用 淨水器 購買',住/水
'家用 過濾 水壺',住/水
'家用 儲水 設備',住/水
'家庭 儲水桶 購買',住/水
'浴室 水壓 增強 設備',住/水
'浴缸 進出水口 更換',住/水
'淨水器 濾芯 更換',住/水
'移動式 水箱 購買',住/水
'淋浴 過濾器',住/水
'飲水機 加熱器 維修',住/水
'飲水機 消毒 服務',住/水
'飲水機 租賃費',住/水
'飲水機 租賃 費用',住/水
'飲水機 紫外線 消毒燈',住/水
'飲水機 濾芯 更換',住/水
'廚房 水槽 濾網 購買',住/水
'廚房 水龍頭 更換',住/水
'廚房 濾水網',住/水
'澆花 噴頭 購買',住/水
'衛浴 花灑 安裝',住/水
'辦公室 飲水機',住/水
'礦泉水 桶裝 配送',住/水
天然氣,住/瓦斯
'天然氣 戶外 管線 檢查',住/瓦斯
'天然氣 洩漏 應急 處理 服務',住/瓦斯
'天然氣 流量計 安裝',住/瓦斯
'天然氣 設備 升級',住/瓦斯
天然氣費,住/瓦斯
'戶外 烤 肉 瓦斯罐',住/瓦斯
'瓦斯 安全閥 購買',住/瓦斯
'瓦斯 安全鎖 安裝',住/瓦斯
'瓦斯 防漏 檢測 服務',住/瓦斯
'瓦斯 灶台 清潔 服務',住/瓦斯
'瓦斯 灶具 耐熱 墊',住/瓦斯
'瓦斯表 租賃',住/瓦斯
'瓦斯氣表 安裝 服務',住/瓦斯
'瓦斯 桶裝 配送',住/瓦斯
瓦斯費,住/瓦斯
'瓦斯 管道 更換 工程',住/瓦斯
'瓦斯 管道 清潔',住/瓦斯
'瓦斯 管道 漏氣 檢測',住/瓦斯
'瓦斯 管線 安裝',住/瓦斯
'瓦斯 噴槍 購買',住/瓦斯
'瓦斯 鍋爐 檢測 服務',住/瓦斯
'瓦斯爐 噴嘴 清潔',住/瓦斯
'室 內 燃氣 警報器',住/瓦斯
'屋頂 瓦斯 管線 保溫 處理',住/瓦斯
'家用 瓦斯 安全閥',住/瓦斯
'家庭 瓦斯 灶台 清潔',住/瓦斯
'家庭用 瓦斯 節能 裝置',住/瓦斯
'烤箱 燃氣 管道 檢修',住/瓦斯
'高 樓層 天然氣 管線 增壓',住/瓦斯
'商用 大 廚房 瓦斯 設備 安裝',住/瓦斯
'商業用 瓦斯 系統 安裝',住/瓦斯
'液化 石油氣 補充',住/瓦斯
'液化氣 殘液 處理 服務',住/瓦斯
'液化氣 鋼瓶 換購 服務',住/瓦斯
'液化氣罐 配送 服務',住/瓦斯
'廚房 燃氣 管線 更換',住/瓦斯
'廚房 燃氣 警報器 安裝',住/瓦斯
'廚房 燃氣爐 更換',住/瓦斯
'燒烤用 小型 瓦斯罐 購買',住/瓦斯
'鋼瓶 瓦斯 替換',住/瓦斯
'白 熊 洗碗精',住/其它
'【 CeraVe 適樂膚 】 淨膚 白泥 抗 粉痘 潔面露',住/其它
'【 CLAYGE 】 海泥 洗髮 / 潤髮',住/其它
'【 Davines 達芬尼斯 】 康敏 舒緩 / 純淨 抗 屑 / 平衡 控油 / 樂活 紫菊 / 滋養 奇蹟 / 能量 豐茂 / 深層 淨化 洗髮露',住/其它
'【 doko 多 口 】 速凝 阿姨 2.0 豆腐 貓砂',住/其它
'【 DORO 豆乳貓 】 豆腐 貓砂',住/其它
'【 doter 寵愛 物語 】 輕植系 貓砂',住/其它
'【 ECO 艾可 】 豆腐 貓砂',住/其它
'【 Just Herb 香草集 】 大 容量 精油 沐浴露 / 洗髮精 / 身體 凝露',住/其它
'【 Lenor 蘭諾 】 衣物 芳香豆 / 香香豆 / 抗菌豆 補充包',住/其它
'【 LOREAL Paris 巴黎 萊雅 】 多效 防護 輕 裸 美肌 乳',住/其它
'【 LOREAL Paris 巴黎 萊雅 】 金緻 護髮 精油',住/其它
'【 LUX 麗仕 】 精油 香氛 沐浴乳',住/其它
'【 Medimix 】 印度 高滲透 精粹 草本 精油 美肌皂',住/其它
'【 MUJI 無印良品 】 軟質 聚乙烯 收納盒',住/其它
'【 NIVEA 妮維雅 】 止汗 爽身 乳膏',住/其它
'【 O’right 歐萊德 】 全 系列 洗髮精',住/其它
'【 P&G 】 衣物 芳香豆',住/其它
'【 pidan 】 豆腐 貓砂 原味款 豆腐 砂',住/其它
'【 pidan 】 混合 貓砂 三合一 活性碳版 豆腐砂 加 礦砂',住/其它
'【 RENE FURTERER 萊法耶 】 金縷梅 / 瓔珞木 / 紫苑草 / 複方 精油 / 三 項 森髮 髮浴',住/其它
'【 RoLife 簡約 生活 】 天然 環保 豆腐 貓砂 / 益生菌 混合款 豆腐 砂',住/其它
'【 SEBAMED 施巴 】 溫和 / 油性 抗 屑 洗髮乳',住/其它
'【 SNUGGLE 】 多效 護 衣 芳香豆 / 香香豆',住/其它
'【 tsaio 上山 採藥 】 植萃 沐浴 - 茶樹 / 露珠草 / 白茶',住/其它
'【 小喵 同學 】 豆腐 貓砂',住/其它
'【 太生利 】 100\% 植物油 純淨 液態 皂',住/其它
'【 毛孩 時代 】 90\% 纖維 絲蘭豆腐 砂',住/其它
'【 白蘭 】 精油 芳香豆 洗衣球',住/其它
'【 汪喵 星球 】 汪喵 益生菌 消 臭 豆腐 砂',住/其它
'【 豆腐 先生 】 豆腐 貓砂',住/其它
'【 契爾氏 】 亞馬遜 白泥 淨緻 毛孔 面膜',住/其它
'【 理膚 寶水 】 毛孔 緊緻 控 油 保濕乳',住/其它
'DARLIE 好來 全 亮白 竹炭 旅行組',住/其它
'DARLIE 好來 全 亮白 清新 薄荷 牙膏',住/其它
'MUJI 無印良品 迷你 洗衣板',住/其它
'OP 花香 環保袋',住/其它
'SENSODYNE 舒酸定 進階 護理 強化 琺瑯質 牙膏',住/其它
'SuSu 舒舒 小蘇菜 瓜布',住/其它
'大地 沐浴乳',住/其它
'大 捲筒 衛生紙',住/其它
'五月 花蓬 厚柔 頂級 連續 抽取式 花紋 衛生紙',住/其它
'五星 飯店 指定 植萃 洗沐組',住/其它
'巴黎 萊雅 髮芯 修護 強化 洗 前 精華',住/其它
'巴黎 萊雅 玻尿酸 水光 豐盈 洗髮露',住/其它
'日本製 三 層 收納盒 霧透',住/其它
'木紋 門簾桿',住/其它
'不鏽鋼 炒 鍋',住/其它
'不鏽鋼 掛式 砧板 刀架',住/其它
'不鏽鋼 置物 毛巾架',住/其它
'不鏽鋼 廚用 雙層 置物架',住/其它
'不鏽鋼 牆角架',住/其它
'不鏽鋼 雙層 牆角架',住/其它
'可 疊加 透明 收納 展示架',住/其它
'生活 良好 紙拖把',住/其它
'白蘭 洗衣 球白茶',住/其它
'白蘭 洗衣球 玫瑰',住/其它
'白蘭 強效 潔淨 超 濃',住/其它
'地板 清潔劑',住/其它
'地毯 清潔 服務',住/其它
'好奇 純水 濕巾 加厚型',住/其它
'肌研 光透潤 瞬效 補水 面膜',住/其它
'自白肌 保濕 潔顏',住/其它
'衣櫃 防潮劑',住/其它
'防水 床罩',住/其它
'防滑 家用 塑料 衣架',住/其它
'床單 套件 更換',住/其它
'我 的 心機 小蒼蘭 柔順 乾洗髮 噴霧',住/其它
'我 的 心機 極 輕柔 細緻 洗臉巾',住/其它
'抑菌 衛生棉',住/其它
'沐浴 香氛 產品',住/其它
'男 潤膚霜',住/其它
'花仙子 驅塵氏 抗 菌 濕拖巾',住/其它
'花語 香膏 薰衣草',住/其它
'刷樂 雙效 纖柔 牙刷',住/其它
'刷樂 纖柔 牙刷',住/其它
'妮維雅 止汗 乳膏',住/其它
'妮維雅 止汗 爽身 乳液 清新 舒涼',住/其它
'妮維雅 止汗 爽身 噴霧 極限 動力 極 光 炫 藍 男',住/其它
'妮維雅 美白 潤膚 乳液',住/其它
'妮維雅 無敵 水感 凝露',住/其它
'抽取式 衛生紙',住/其它
'空氣 清淨機 濾網',住/其它
'空氣 循環 扇',住/其它
'室 內 芳香劑',住/其它
'春風 抽取式 廚房 紙巾',住/其它
'柔芙 抽取 衛生紙',住/其它
'柔順 護髮素',住/其它
'美姬 輕柔 按摩 洗髮梳',住/其它
'美舒律 蒸氣 眼罩 組',住/其它
'耐洗 不 沾 油 菜瓜布',住/其它
'除塵 濕巾',住/其它
'香水 洗沐 二合一',住/其它
'倍潔雅 柔軟 舒適 抽取式 衛生紙',住/其它
'家用 衛生紙',住/其它
'家家 用 高級 衣架 彩色',住/其它
'時尚 收納盤',住/其它
'浴巾 毛巾組 購買',住/其它
'海倫仙度絲 去 屑 洗髮乳',住/其它
'海倫仙度絲 潔淨 保濕 去 屑 洗髮乳',住/其它
'特福 鍋具',住/其它
'馬桶 清潔劑',住/其它
'馬桶 棕刷 附 無痕 掛勾',住/其它
'高露潔 360 牙刷',住/其它
'乾洗 消臭 清潔 慕斯',住/其它
'國內 電信 服務 費用',住/其它
'專科 超微米 潔顏泥',住/其它
'帶 鉤 鋼絲 籃 C型',住/其它
'康乃馨 潔膚 濕巾',住/其它
'得意 抽取式 衛生紙',住/其它
'掛門板式 J型 霧 黑 4 勾 掛架',住/其它
'淨 沐浴露 活力 運動',住/其它
'清潔 刷具 購買',住/其它
'菲力 家族 超強度 清潔袋 單捲',住/其它
'蛋白質 護髮霜',住/其它
'麻將 抱枕',住/其它
'喜多 洋甘菊 濕巾',住/其它
'御衣坊 橘子 洗碗精',住/其它
'提 提研 超級 纖維 面膜',住/其它
'智能 家居 控制器',住/其它
'植物性 潤髮乳',住/其它
'極 簡 日 拋 免洗 毛 浴巾 旅行組',住/其它
'減壓 靠墊 抬 腿 放 腳 神器 床 上 趴 睡 枕',住/其它
'舒酸定 專業 抗 敏 護 齦 牙膏',住/其它
'舒潔 Viva 摺疊 家用 紙巾',住/其它
'舒潔棉 柔 厚韌 抽取 衛生紙',住/其它
'超級 無敵 大 Mushroom 日風 蘑菇 懶骨頭 沙發',住/其它
'黑人 抗 敏感 牙膏',住/其它
'愛康 透芯 涼感棉',住/其它
'睡眠 記憶 枕頭',住/其它
'碧菲絲特 抗 暗沉 碳酸 泡 洗顏',住/其它
'魅萱 完美 修護 護 髮 精油',住/其它
'綠 玫瑰 涼感 濕紙巾',住/其它
'綠茶 保濕 胺基酸 潔面乳',住/其它
'綠茶 洗髮精',住/其它
'嬌生 pH 5.5 蜂蜜 舒緩 沐浴乳',住/其它
'橄欖 洗髮精',住/其它
'潔膚 濕巾',住/其它
'潘婷 煥活 護髮素',住/其它
'貓 福珊迪 毛毯',住/其它
'靠得住 柔棉 超 薄 護翼 日用 衛生棉',住/其它
'靠得住 柔棉 超 薄 護翼 衛生棉 夜用',住/其它
'靠得住 茶樹 舒涼棉 日用',住/其它
'靠得住 溫柔 宣言 草本 抑菌',住/其它
'蕾妮亞 極 吸 好 眠 晚安 褲褲型 夜用 衛生棉 100\% 天然棉',住/其它
'優生 酒精 濕巾',住/其它
'環保 垃圾袋',住/其它
'環保 抽取式 衛生紙',住/其它
'韓國 isLeaf 香氛 順盈 護髮油',住/其它
'礦石 香氛 水芙蓉',住/其它
'鱷魚 無 蟑 殺 蟑 餌劑',住/其它
'超電王 10 w 燈泡 白',住/電
'【 ADATA 威剛 】 雙孔 PD 快速 充電器',住/電
'【 Apple 蘋果 】 原廠 Lightning 對 USB 連接線',住/電
'【 CATIS 】 破壁機 料理機 豆漿機 全自動 榨汁機',住/電
'【 Electrolux 伊萊克斯 】 歐洲 經典 系列 電動 磨豆機',住/電
'【 FELLOW 】 錐刀 磨豆機',住/電
'【 HERAN 禾聯 】 不鏽鋼 電動 磨豆機 / 研磨 咖啡 堅果 乾式 食材',住/電
'【 HERAN 禾聯 】 微電腦 自動 研磨 咖啡機',住/電
'【 JOYOUNG 九陽 】 高速 破 壁 冷 熱 全 營養 調理機',住/電
'【 KINYO 】 2.4 GHz 無線 鍵鼠 組',住/電
'【 KINYO 】 USB 折疊式 桌掛 三 用 扇',住/電
'【 KINYO 】 USB 靜音 充電 風扇',住/電
'【 KINYO 】 大 風量 負離子 吹風機',住/電
'【 KINYO 】 手持 小巧 蒸氣 掛燙機',住/電
'【 KINYO 】 充電式 二合一 滅蚊器',住/電
'【 KINYO 】 多功能 陶瓷 美食鍋',住/電
'【 KINYO 】 多功能 電烤盤',住/電
'【 KINYO 】 多合一 晶片 讀卡機',住/電
'【 KINYO 】 造型 LED 小 夜燈',住/電
'【 KINYO 】 晶片 讀卡機 白色',住/電
'【 KINYO 】 晶片 讀卡機 黑色',住/電
'【 KINYO 】 萬用 不 挑 鍋 電陶爐',住/電
'【 KINYO 】 超輕量 美型 吹風機',住/電
'【 KINYO 】 黑晶 電子 體重計',住/電
'【 KINYO 】 復古 無段式 桌扇 經典 白',住/電
'【 KINYO 】 復古 無段式 桌扇 寧靜 藍',住/電
'【 KINYO 】 電子 計時器 數字 鐘',住/電
'【 KINYO 】 電池式 電蚊拍',住/電
'【 KINYO 】 電烤盤',住/電
'【 KINYO 】 電擊式 捕蚊燈',住/電
'【 KINYO 】 磁懸浮 吸入式 捕蚊燈',住/電
'【 KINYO 】 輕量 負離子 摺疊 吹風機',住/電
'【 Marshall 】 Emberton III 攜帶式 藍牙 喇叭',住/電
'【 NORTHERN 北方 】 11 葉片式 恆溫 電暖爐',住/電
'【 Oceanrich 】 便攜 電動 磨豆機',住/電
'【 one-meter 】 贈 造型 刨冰機 4.5 L 玻璃 3 D 氣旋 無 油 空氣 炸鍋',住/電
'【 Philips 飛利浦 】 全自動 美式 研磨 咖啡機',住/電
'【 Philips 飛利浦 】 破壁 營養 冷 熱 豆漿 調理機',住/電
'【 Princess 荷蘭 公主 】 不鏽鋼 咖啡 磨豆機',住/電
'【 SAMPO 聲寶 】 二合一 手持式 蒸氣 掛燙機 / 電熨斗 / 蒸汽 燙衣 / 熨斗',住/電
'【 SONGEN 松井 】 多功能 蔬果 輔食 冷 熱 破壁 調理機 / 豆漿機 / 果汁機',住/電
'【 迪朗奇 】 多功能 磨豆機',住/電
'【 品皇 】 小飛馬 磨 豆機',住/電
'【 陳傑憲 代言 TECO 東元 】 烤 小白 -16L 氣炸 烤箱',住/電
'【 義大利 Balzano 】 電動 磨豆機',住/電
'3 轉 2 轉 接 插頭',住/電
'Apple Air Pods 2 無線 藍芽 耳機',住/電
'Cin Lica 大 音量 電子 計時器',住/電
